Greek Council,Greek Organization,Home City,Home State,Home Country,Latitude of Home City,Longitude of Home City,Free and reduced percentage of  High School,Public or Private High School,Domestic or International High School,Boarding/Day High School,Religous High School?,Gender of High School's Students,Tuition of High School,Sports Team,Merit Scholarship
Fraternity,Alpha Epsilon Pi,Brookfield,Wisconsin,United States,43.060567,-88.106479,0.13,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Brookline,Massachusetts,United States,42.331764,-71.121163,0.147506562,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Brooklyn,New York,United States,40.650104,-73.949582,Data not available,private,Domestic,Day,Jewish,Co-Ed,NA,None,None
None,None,Brooklyn,New York,United States,40.650104,-73.949582,Data not available,private,Domestic,Day,Catholic,Co-Ed,8500,None,None
None,None,Brooklyn,New York,United States,40.650104,-73.949582,Data not available,private,Domestic,Boarding,Unafilliated,Co-Ed,59900,None,None
None,None,Brooklyn,New York,United States,40.650104,-73.949582,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,43675,None,None
None,None,Brooklyn,New York,United States,40.650104,-73.949582,0.4264,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Gamma Phi Beta,Brooklyn,New York,United States,40.650104,-73.949582,Data not available,private,Domestic,Day,Catholic,Co-Ed,35800,None,None
Sorority,Alpha Delta Pi,Brooklyn,New York,United States,40.650104,-73.949582,0.45374583,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Nu,Bryn Mawr,Pennsylvania,United States,40.303959,-80.086721,Data not available,private,Domestic,Day,Unafilliated,All-Boys,38000,None,None
None,None,Buda,Texas,United States,30.074571,-97.841414,0.35201328,public,Domestic,Day,Unafilliated,Co-Ed,0,None,University
None,None,Budapest,NA,Hungary,47.498382,19.040471,NA,private,International,Day,Unafilliated,Co-Ed,22800,None,None
None,None,Budd Lake,New Jersey,United States,40.87121,-74.734052,0.11904761,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Zeta Tau Alpha,Buffalo,New York,United States,42.886717,-78.878392,0.12605042,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Buffalo Grove,Illinois,United States,42.167583,-87.95564,0.1,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Bundang-gu,NA,South Korea,37.375693,127.094125,NA,private,International,Boarding,Unafilliated,Co-Ed,15000,None,None
None,None,Burke,Virginia,United States,38.777132,-77.275469,0.14953271,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Burlingame,California,United States,37.584103,-122.366082,0.1026,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Swimming,None
Fraternity,Sigma Alpha Epsilon,Burlingame,California,United States,37.584103,-122.366082,0.1026,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Burlington,North Carolina,United States,36.095692,-79.437799,0.74751243,public,Domestic,Day,Unafilliated,Co-Ed,0,Women's Track,None
None,None,Burr Ridge,Illinois,United States,41.74892,-87.918392,0.32289748,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Bursa,NA,Turkey,40.182706,29.066764,NA,private,International,Boarding,Unafilliated,Co-Ed,16811.2,None,None
None,None,Busan,NA,South Korea,35.185317,129.06259,Data not available,private,Domestic,Boarding,Episcopal,Co-Ed,57500,None,None
Fraternity,Sigma Alpha Epsilon,Calabasas,California,United States,34.144664,-118.644097,0.0707,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cambridge,Massachusetts,United States,42.377274,-71.130574,NA,private,International,Day,Presbyterian,Co-Ed,NA,Men's Fencing,None
None,None,Campobello,South Carolina,United States,35.115671,-82.150111,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Canterbury,NA,United Kingdom,-43.494176,171.809845,NA,public,International,Day,Unafilliated,Co-Ed,NA,None,Karsh
Sorority,Pi Beta Phi,Cape Elizabeth,Maine,United States,43.563696,-70.200047,0.085185185,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Phi,Carlsbad,California,United States,33.158093,-117.350594,0.06706408,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Carmel,California,United States,38.755113,-121.353309,0.1274,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Carmel,Indiana,United States,39.978371,-86.118043,0.1274,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Carrboro,North Carolina,United States,35.910144,-79.075289,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Carrboro,North Carolina,United States,35.910144,-79.075289,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,BN
None,None,Carrollton,Georgia,United States,33.58011,-85.076611,0.470175439,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Carrollton,Texas,United States,32.953735,-96.890282,0.46737841,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,NA,private,International,Day,Unafilliated,Co-Ed,NA,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24040,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Antabaptist,All-Girls,23080,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22400,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Catholic,Co-Ed,14340,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Catholic,Co-Ed,14340,Women's Soccer,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.34525602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.34525602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.34525602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.34525602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.16583953,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.11787072,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.11787072,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.11787072,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.0887,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.07016806,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0.07016806,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Cary,North Carolina,United States,35.788297,-78.781192,0,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Cary,North Carolina,United States,35.788297,-78.781192,NA,private,Domestic,Day,Unafilliated,Co-Ed,22400,None,None
Fraternity,Kappa Sigma,Cary,North Carolina,United States,35.788297,-78.781192,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22400,None,BN
Fraternity,Alpha Tau Omega,Cary,North Carolina,United States,35.788297,-78.781192,0.34525602,public,Domestic,Day,Unafilliated,Co-Ed,0,None,BN
Sorority,Zeta Tau Alpha,Cary,North Carolina,United States,35.788297,-78.781192,0.11787072,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Alpha Delta Pi,Cary,North Carolina,United States,35.788297,-78.781192,0.07016806,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Casa Grande,Arizona,United States,32.879382,-111.757561,0.66911379,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Castle Rock,Colorado,United States,39.372659,-104.858426,Data not available,private,Domestic,Day,Catholic,All-Boys,15475,Men's Track,None
None,None,Cavan,NA,Ireland,54.034975,-7.293702,NA,public,International,Day,Catholic,All-Girls,0,Women's Golf,None
None,None,Centennial,Colorado,United States,39.579155,-104.876923,0.22395023,public,Domestic,Day,Unafilliated,Co-Ed,0,Men's Track,None
None,None,Centennial,Colorado,United States,39.579155,-104.876923,0.075,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Centennial,Colorado,United States,39.579155,-104.876923,0.075,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Delta Tau Delta,Centennial,Colorado,United States,39.579155,-104.876923,0.22395023,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chagrin Falls,Ohio,United States,41.436164,-81.386501,0.05082417,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chagrin Falls,Ohio,United States,41.436164,-81.386501,0.05082417,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chandler,Arizona,United States,33.306674,-111.84086,0.2331,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chandler,Arizona,United States,33.306674,-111.84086,0.2331,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chandler,Arizona,United States,33.306674,-111.84086,0.1515,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Gamma,Chandler,Arizona,United States,33.306674,-111.84086,0.2331,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chantilly,Virginia,United States,38.894379,-77.430512,0.08471074,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chantilly,Virginia,United States,38.894379,-77.430512,0.01813186,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chaoyang Qu,NA,China,23.339305,116.45712,NA,public,International,Day,Unafilliated,Co-Ed,NA,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24040,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24040,Rowing,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24040,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24040,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,Data not available,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.209867964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,BN
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,AB
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Chapel Hill,North Carolina,United States,35.9132,-79.055844,NA,private,Domestic,Day,Unafilliated,Co-Ed,24040,None,None
Fraternity,Pi Kappa Alpha,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.209867964,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Alpha Tau Omega,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.19985825,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Chapel Hill,North Carolina,United States,35.9132,-79.055844,0.178181818,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Chappaqua,New York,United States,41.15954,-73.764855,0.030405405,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Pi Beta Phi,Chappaqua,New York,United States,41.15954,-73.764855,0.02930127,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Chappaqua,New York,United States,41.15954,-73.764855,0.02930127,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Kappa Gamma,Chappaqua,New York,United States,41.15954,-73.764855,0.02930127,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Delta Delta Delta,Charleston,South Carolina,United States,32.787601,-79.940273,NA,private,International,Day,Unafilliated,Co-Ed,23508.46,None,None
None,None,Charleston,South Carolina,United States,32.787601,-79.940273,0.5047619,public,Domestic,Day,Unafilliated,Co-Ed,0,None,BN
None,None,Charleston,West Virginia,United States,38.350599,-81.633281,0.19545454,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Charleston,South Carolina,United States,32.787601,-79.940273,0.0388,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Inter-/Non-denominational,Co-Ed,8450,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Catholic,Co-Ed,15205,Women's Swimming,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24030,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22340,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.99558823,public,Domestic,Day,Unafilliated,Co-Ed,0,Fooball,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.57522594,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.57522594,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.57522594,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.45348438,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.45348438,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.1225,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
None,None,Charlotte,North Carolina,United States,35.227087,-80.843127,0.10045203,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Pi Kappa Phi,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,24030,None,None
Sorority,Delta Gamma,Charlotte,North Carolina,United States,35.227087,-80.843127,NA,private,Domestic,Day,Unafilliated,Co-Ed,22415,None,None
Fraternity,Pi Kappa Phi,Charlotte,North Carolina,United States,35.227087,-80.843127,Data not available,private,Domestic,Day,Unafilliated,Co-Ed,22415,None,None
Sorority,Chi Omega,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Sorority,Kappa Alpha Theta,Charlotte,North Carolina,United States,35.227087,-80.843127,0.30738595,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Charlotte,North Carolina,United States,35.227087,-80.843127,0.1225,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
Fraternity,Sigma Phi Epsilon,Charlotte,North Carolina,United States,35.227087,-80.843127,0.1225,public,Domestic,Day,Unafilliated,Co-Ed,0,None,None
